Publication Year,Author,Title,Publication Title,ISBN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Publisher,Language,Manual Tags,Conference Name
2013,"Ní Chasaide, Ailbhe; Yanushevskaya, Irena; Kane, John; Gobl, Christer",The voice prominence hypothesis: the interplay of F0 and voice source features in accentuation,Interspeech 2013,,10.21437/Interspeech.2013-759,https://www.isca-speech.org/archive/interspeech_2013/nichasaide13_interspeech.html,"This paper explores the interplay of source correlates of accentuation, examining a hypothesis (the Voice Prominence Hypothesis) that different source parameters are involved and may serve as equivalent. It predicts that where accentuation is not marked by pitch salience there will be more extensive changes in other source parameters. This follows our assumption that prosodic entities such as accentuation, focus, declination, etc. involve adjustments to the entire voice source and not simply to F0. Twelve 3-accent sentences of Connemara Irish (declaratives, WH questions and Yes/No questions) were analysed. These are typically produced and transcribed as H* H* H*L. Of particular interest were the second accents: although they are heard as accented, there are no particular pitch excursions that would account for their salience. Inverse filtering and subsequent source parameterisation was carried out to yield measures for a range of source parameters. Results support the voice prominence hypothesis: as predicted, the most striking source adjustments were found in the second accent. Even where there is substantial pitch movement (final accent), parameters other than F0 appear to be contributing to the salience of the accented syllable. The precise source changes associated with accentuation varied across sentence types and within the prosodic phrase.",25/08/2013,22/02/2023 10:36,22/02/2023 10:36,30/01/2023 14:18,3527-3531,ISCA,en,prosody,Interspeech 2013
2019,"Pellegrini, Thomas; Farinas, Jérôme; Delpech, Estelle; Lancelot, François",The Airbus Air Traffic Control Speech Recognition 2018 Challenge: Towards ATC Automatic Transcription and Call Sign Detection,Interspeech 2019,,10.21437/Interspeech.2019-1962,https://www.isca-speech.org/archive/interspeech_2019/pellegrini19_interspeech.html,"In this paper, we describe the outcomes of the challenge organized and run by Airbus and partners in 2018 on Air Trafﬁc Control (ATC) speech recognition. The challenge consisted of two tasks applied to English ATC speech: 1) automatic speechto-text transcription, 2) call sign detection (CSD). The registered participants were provided with 40 hours of speech along with manual transcriptions. Twenty-two teams submitted predictions on a ﬁve hour evaluation set. ATC speech processing is challenging for several reasons: high speech rate, foreignaccented speech with a great diversity of accents, noisy communication channels. The best ranked team achieved a 7.62% Word Error Rate and a 82.41% CSD F1-score. Transcribing pilots’ speech was found to be twice as harder as controllers’ speech. Remaining issues towards solving ATC ASR are also discussed in the paper.",15/09/2019,22/02/2023 10:36,27/02/2023 08:05,30/01/2023 14:18,2993-2997,ISCA,en,ASR; L1-or-L2; no-description-of-accent; no-def,Interspeech 2019
2022,"Pérez Ramón, Rubén; Cooke, Martin; Garcia Lecumberri, Maria Luisa",Generating iso-accented stimuli for second language research: methodology and a dataset for Spanish-accented English,Interspeech 2022,,10.21437/Interspeech.2022-850,https://www.isca-speech.org/archive/interspeech_2022/perezramon22_interspeech.html,"A non-native accent can be conveyed at both the segmental and suprasegmental level. Previous studies have developed techniques to isolate the effect of segmental foreign accent by splicing accented segments from a bilingual speaker into nonaccented words produced by the same speaker. The current work addresses the issue of between-segment variability by developing a technique to convert from acoustically-equal accent gradations to perceptually-equal steps. The procedure is used to derive the ﬁrst corpus of Spanish-accented English composed of lexical tokens each generated with one of ﬁve degrees of nonnative accent. As an example application, corpus tokens are used to elicit accentedness judgements from four listener cohorts with ﬁrst languages which differ as to whether they share the native language, the non-native (accented) language of the corpus or have a closer phonological inventory to one or the other. Findings highlight the importance of the relationship between listeners’ phonological systems and those of the native and non-native languages of the corpus, especially for vowels, with respect to sensitivity to foreign accent.",18/09/2022,22/02/2023 10:36,07/03/2023 13:39,30/01/2023 14:18,1846-1850,ISCA,en,L2; not-tech; description-of-accent; perception-study; accentedness-rating; accent-in-title; speaker-description; listener-description,Interspeech 2022
2005,"Psutka, Josef; Ircing, Pavel; Psutka, J. V.; Hajic, Jan; Byrne, William J.; Mírovský, Jirí","Automatic transcription of Czech, Russian, and Slovak spontaneous speech in the MALACH project",Interspeech 2005,,10.21437/Interspeech.2005-489,https://www.isca-speech.org/archive/interspeech_2005/psutka05_interspeech.html,"This paper describes the 3.5-years effort put into building LVCSR systems for recognition of spontaneous speech of Czech, Russian, and Slovak witnesses of the Holocaust in the MALACH project. For processing of colloquial, highly emotional and heavily accented speech of elderly people containing many non-speech events we have developed techniques that very effectively handle both non-speech events and colloquial and accented variants of uttered words. Manual transcripts as one of the main sources for language modeling were automatically „normalized” using standardized lexicon, which brought about 2 to 3% reduction of the word error rate (WER). The subsequent interpolation of such LMs with models built from an additional collection (consisting of topically selected sentences from general text corpora) resulted into an additional improvement of performance of up to 3 % .",04/09/2005,22/02/2023 10:36,07/03/2023 11:33,30/01/2023 14:19,1349-1352,ISCA,en,ASR; L1; description-of-accent; lang-in-title,Interspeech 2005
2015,"Rasipuram, Ramya; Cernak, Milos; Nachen, Alexandre; Magimai-Doss, Mathew",Automatic accentedness evaluation of non-native speech using phonetic and sub-phonetic posterior probabilities,Interspeech 2015,,10.21437/Interspeech.2015-233,https://www.isca-speech.org/archive/interspeech_2015/rasipuram15_interspeech.html,"Automatic evaluation of non-native speech accentedness has potential implications for not only language learning and accent identiﬁcation systems but also for speaker and speech recognition systems. From the perspective of speech production, the two primary factors inﬂuencing the accentedness are the phonetic and prosodic structure. In this paper, we propose an approach for automatic accentedness evaluation based on comparison of instances of native and non-native speakers at the acoustic-phonetic level. Speciﬁcally, the proposed approach measures accentedness by comparing phone class conditional probability sequences corresponding to the instances of native and non-native speakers, respectively. We evaluate the proposed approach on the EMIME bilingual and EMIME Mandarin bilingual corpora, which contains English speech from native English speakers and various non-native English speakers, namely Finnish, German and Mandarin. We also investigate the inﬂuence of the granularity of the phonetic unit representation on the performance of the proposed accentedness measure. Our results indicate that the accentedness ratings by the proposed approach correlate consistently with the human ratings of accentedness. In addition, our studies show that the granularity of the phonetic unit representation that yields the best correlation with the human accentedness ratings varies with respect to the native language of the non-native speakers.",06/09/2015,22/02/2023 10:36,07/03/2023 13:42,30/01/2023 14:19,648-652,ISCA,en,english; L2; perception-study; some-description; accentedness-rating; no-listener-description; no-speaker-description,Interspeech 2015
2019,"Roessig, Simon; Mücke, Doris; Pagel, Lena",Dimensions of Prosodic Prominence in an Attractor Model,Interspeech 2019,,10.21437/Interspeech.2019-2227,https://www.isca-speech.org/archive/interspeech_2019/roessig19_interspeech.html,"Speakers of intonation languages use bundles of cues to express prosodic prominence. This work contributes further evidence for the multi-dimensionality of prosodic prominence in German reporting articulatory (3D EMA) and acoustic recordings from 27 speakers. In particular, we show that speakers use speciﬁc categorical and continuous modiﬁcations of the laryngeal system (tonal onglide) as well as continuous modiﬁcations of the supra-laryngeal system (lip aperture and tongue body position) to mark focus structure prosodically. These modiﬁcations are found between unaccented and accented but also within the group of accented words, revealing that speakers use prosodic modulations to directly encode prominence. On the basis of these ﬁndings we develop a dynamical model of prosodic patterns that is able to capture the manipulations as the modulation of an attractor landscape that is shaped by the different prosodic dimensions involved.",15/09/2019,22/02/2023 10:36,22/02/2023 10:36,30/01/2023 14:19,2533-2537,ISCA,en,prosody,Interspeech 2019
2012,"Rosenberg, Andrew",Using prominence and phrasing predictions to improve weighted dictionary pronunciation models,Interspeech 2012,,10.21437/Interspeech.2012-631,https://www.isca-speech.org/archive/interspeech_2012/rosenberg12c_interspeech.html,"Prosody impacts the pronunciation variation of lexical items in a number of ways. Accented syllables tend to be pronounced with their canonical (dictionary) vowel. Deaccented vowels are more likely to be reduced. Coarticulatory inﬂuences rarely span intonational phrase boundaries. In this work, we investigate the use of automatically generated prosodic hypotheses to improve a weighted dictionary pronunciation model. We use the phonemically transcribed, Buckeye Corpus for this investigation. We ﬁnd that predictions of pitch accent and intonational phrase boundaries can be used to lower pronunciation model perplexity.",09/09/2012,22/02/2023 10:36,22/02/2023 10:36,30/01/2023 14:19,2410-2413,ISCA,en,prosody,Interspeech 2012
2006,"Sakti, Sakriani; Markov, Konstantin; Nakamura, Satoshi","The use of Bayesian network for incorporating accent, gender and wide-context dependency information",Interspeech 2006,,10.21437/Interspeech.2006-438,https://www.isca-speech.org/archive/interspeech_2006/sakti06_interspeech.html,"We propose a new method of incorporating the additional knowledge of accent, gender, and wide-context dependency information into ASR systems by utilizing the advantages of Bayesian networks. First, we only incorporate pentaphone-context dependency information. After that, accent and gender information are also integrated. In this method, we can easily extend conventional triphone HMMs to cover various sources of knowledge. The probabilistic dependencies between a triphone context unit and additional knowledge are learned through a BN. Another advantage is that during recognition, additional knowledge variables are assumed to be hidden, so that the existing standard triphone-based decoding system can be used without modiﬁcation. The performance of the proposed model was evaluated on an LVCSR task using two different types of accented English speech data. Experimental results show that this proposed method improves word accuracy with respect to standard triphone models.",17/09/2006,22/02/2023 10:36,27/02/2023 07:57,30/01/2023 14:19,paper 1812-Wed1BuP.4-0,ISCA,en,ASR; L1-or-L2; no-description-of-accent,Interspeech 2006
2012,"Scharenborg, Odette; Witteman, Marijt; Weber, Andrea",Computational modelling of the recognition of foreign-accented speech,Interspeech 2012,,10.21437/Interspeech.2012-267,https://www.isca-speech.org/archive/interspeech_2012/scharenborg12b_interspeech.html,"In foreign-accented speech, pronunciation typically deviates from the canonical form to some degree. For native listeners, it has been shown that word recognition is more difficult for strongly-accented words than for less strongly-accented words. Furthermore recognition of strongly-accented words becomes easier with additional exposure to the foreign accent. In this paper, listeners’ behaviour was simulated with Fine-tracker, a computational model of word recognition that uses real speech as input. The simulations showed that, in line with human listeners, 1) Fine-Tracker’s recognition outcome is modulated by the degree of accentedness and 2) it improves slightly after brief exposure with the accent. On the level of individual words, however, Fine-tracker failed to correctly simulate listeners’ behaviour, possibly due to differences in overall familiarity with the chosen accent (German-accented Dutch) between human listeners and Fine-Tracker.",09/09/2012,22/02/2023 10:36,26/02/2023 12:21,30/01/2023 14:19,883-886,ISCA,en,ASR; L2; some-description; foreign-accent,Interspeech 2012
2019,"Shor, Joel; Emanuel, Dotan; Lang, Oran; Tuval, Omry; Brenner, Michael; Cattiau, Julie; Vieira, Fernando; McNally, Maeve; Charbonneau, Taylor; Nollstadt, Melissa; Hassidim, Avinatan; Matias, Yossi",Personalizing ASR for Dysarthric and Accented Speech with Limited Data,Interspeech 2019,,10.21437/Interspeech.2019-1427,https://www.isca-speech.org/archive/interspeech_2019/shor19_interspeech.html,"Automatic speech recognition (ASR) systems have dramatically improved over the last few years. ASR systems are most often trained from ‘typical’ speech, which means that underrepresented groups don’t experience the same level of improvement. In this paper, we present and evaluate ﬁnetuning techniques to improve ASR for users with non-standard speech. We focus on two types of non-standard speech: speech from people with amyotrophic lateral sclerosis (ALS) and accented speech. We train personalized models that achieve 62% and 35% relative WER improvement on these two groups, bringing the absolute WER for ALS speakers, on a test set of message bank phrases, down to 10% for mild dysarthria and 20% for more serious dysarthria. We show that 71% of the improvement comes from only 5 minutes of training data. Finetuning a particular subset of layers (with many fewer parameters) often gives better results than ﬁnetuning the entire model. This is the ﬁrst step towards building state of the art ASR models for dysarthric speech.",15/09/2019,22/02/2023 10:36,27/02/2023 08:14,30/01/2023 14:19,784-788,ISCA,en,ASR; L1-or-L2; no-description-of-accent; some-def,Interspeech 2019
2013,"Siddins, Jessica; Harrington, Jonathan; Kleber, Felicitas; Reubold, Ulrich",The influence of accentuation and polysyllabicity on compensatory shortening in German,Interspeech 2013,,10.21437/Interspeech.2013-177,https://www.isca-speech.org/archive/interspeech_2013/siddins13_interspeech.html,"The aim of this study was to investigate the relationship between compensatory shortening and coarticulation in German tense and lax vowels in trochees and iambs and to determine whether this relationship was inﬂuenced by prosodic accentuation. Speakers produced near minimal pairs differing in vowel tensity in monosyllabic and disyllabic words (both trochees and iambs) in accented and deaccented contexts. We found signiﬁcant effects of polysyllabic shortening, but only in tense vowels of nuclear-accented target words. Both stress patterns (trochaic and iambic) showed equal effects of polysyllabic shortening. Thus, while the duration of tense vowels in this study depended on accentuation and syllabicity, perhaps in order to provide perceptual cues for the listener, lax vowels were immune from lengthening and shortening phenomena. As a result, the durational difference between tense and lax vowels appears to lessen in prosodically weak contexts. The greater overlap of acoustic duration in deaccented contexts may contribute to the origin of the diachronic merger of tense and lax vowels in some languages.",25/08/2013,22/02/2023 10:36,22/02/2023 10:36,30/01/2023 14:19,1002-1006,ISCA,en,prosody,Interspeech 2013
2016,"Stehwien, Sabrina; Vu, Ngoc Thang",Exploring the Correlation of Pitch Accents and Semantic Slots for Spoken Language Understanding,Interspeech 2016,,10.21437/Interspeech.2016-511,https://www.isca-speech.org/archive/interspeech_2016/stehwien16_interspeech.html,"We investigate the correlation between pitch accents and semantic slots in human-machine speech. Using an automatic pitch accent detector on the ATIS corpus, we ﬁnd that most words labelled with semantic slots also carry a pitch accent. Most of the pitch accented words that are not associated with a semantic label are still meaningful, pointing towards the speaker’s intention. Our ﬁndings show that prosody constitutes a relevant and useful resource for spoken language understanding, especially considering the fact that our pitch accent detector does not require any kind of manual transcriptions during testing time.",08/09/2016,22/02/2023 10:36,22/02/2023 10:36,30/01/2023 14:19,730-734,ISCA,en,prosody,Interspeech 2016
2005,"Tomokiyo, Laura Mayfield; Black, Alan W.; Lenzo, Kevin A.",Foreign accents in synthetic speech: development and evaluation,Interspeech 2005,,10.21437/Interspeech.2005-519,https://www.isca-speech.org/archive/interspeech_2005/tomokiyo05_interspeech.html,"This paper addresses the generation and evaluation of foreign-accented speech in concatenative text-to-speech (TTS) synthesis. We describe three possible methods of building a Spanish-accented English voice, and evaluate and compare them with respect to preference, intelligibility, and smoothness. Effects of speaking rate and content are also examined.",04/09/2005,22/02/2023 10:36,26/02/2023 11:24,30/01/2023 14:19,1469-1472,ISCA,en,L2; TTS; some-description,Interspeech 2005
2006,"Vieru-Dimulescu, Bianca; Boula de Mareüil, Philippe",Perceptual identification and phonetic analysis of 6 foreign accents in French,Interspeech 2006,,10.21437/Interspeech.2006-142,https://www.isca-speech.org/archive/interspeech_2006/vierudimulescu06_interspeech.html,"A perceptual experiment was designed to determine to what extent naïve French listeners are able to identify foreign accents in French: Arabic, English, German, Italian, Portuguese and Spanish. They succeed in recognizing the speaker’s mother tongue in more than 50% of cases (while rating their degree of accentedness as average). They perform best with Arabic speakers and worst with Portuguese speakers. The Spanish/Italian and English/German accents are the most mistaken ones. Phonetic analyses were conducted; clustering and scaling techniques were applied to the results, and were related to the listeners’ reactions that were recorded during the test. They support the idea that differences in the vowel realization (especially concerning the phoneme /y/) seem to outweigh rhythmic cues.",17/09/2006,22/02/2023 10:36,07/03/2023 12:52,30/01/2023 14:19,paper 1251-Mon2CaP.11-0,ISCA,en,L2; not-tech; accent-identification; description-of-accent; perception-study; accentedness-rating; foreign-accent; lang-in-title; speaker-description; no-listener-description,Interspeech 2006
2019,"Viglino, Thibault; Motlicek, Petr; Cernak, Milos",End-to-End Accented Speech Recognition,Interspeech 2019,,10.21437/Interspeech.2019-2122,https://www.isca-speech.org/archive/interspeech_2019/viglino19_interspeech.html,"Correct pronunciation is known to be the most difﬁcult part to acquire for (native or non-native) language learners. The accented speech is thus more variable, and standard Automatic Speech Recognition (ASR) training approaches that rely on intermediate phone alignment might introduce errors during the ASR training. With end-to-end training we could alleviate this problem. In this work, we explore the use of multi-task training and accent embedding in the context of end-to-end ASR trained with the connectionist temporal classiﬁcation loss. Comparing to the baseline developed using conventional ASR framework exploiting time-delay neural networks trained on accented English, we show signiﬁcant relative improvement of about 25% in word error rate. Additional evaluation on unseen accent data yields relative improvements of of 31% and 2% for New Zealand English and Indian English, respectively.",15/09/2019,22/02/2023 10:36,27/02/2023 08:14,30/01/2023 14:19,2140-2144,ISCA,en,ASR; L1-or-L2; no-description-of-accent; some-def,Interspeech 2019
2005,"Wang, Hongyan; Heuven, Vincent J. van","Mutual intelligibility of american, Chinese and dutch-accented speakers of English",Interspeech 2005,,10.21437/Interspeech.2005-356,https://www.isca-speech.org/archive/interspeech_2005/wang05f_interspeech.html,"This paper presents the results of a comprehensive study of the mutual intelligibility of Chinese, Dutch (both foreignlanguage learners) and American (native language) speakers of English. Intelligibility is tested at the level of the segment, word and sentence, after careful selection of representative speakers from the three language backgrounds. The results show that production and perception skills are generally correlated at all levels, that both speakers and listeners are more successful in the order Chinese < Dutch < American. Against this background, however, intelligibility is unexpectedly good when speakers and listeners share the same mother tongue.",04/09/2005,22/02/2023 10:36,07/03/2023 13:47,30/01/2023 14:19,2225-2228,ISCA,en,L2; not-tech; perception-study; some-description; accent-in-title; speaker-description; no-listener-description,Interspeech 2005
2013,"Wang, Hongyan; Heuven, Vincent J. van","Mutual intelligibility of American, Chinese and Dutch-accented speakers of English tested by SUS and SPIN sentences",Interspeech 2013,,10.21437/Interspeech.2013-129,https://www.isca-speech.org/archive/interspeech_2013/wang13_interspeech.html,"This paper investigates the mutual intelligibility of Chinese, Dutch (both foreign-language learners) and American (native language) speakers of English using SUS (Semantically Unpredictable Sentences) and SPIN (Speech in Noise) materials. We test the hypothesis that speakers and listeners who share the same native-language background have an advantage (interlanguage speech intelligibility benefit).",25/08/2013,22/02/2023 10:36,07/03/2023 12:56,30/01/2023 14:19,431-435,ISCA,en,L2; not-tech; no-description-of-accent; perception-study; accent-in-title; speaker-description; no-listener-description,Interspeech 2013
2019,"Weninger, Felix; Sun, Yang; Park, Junho; Willett, Daniel; Zhan, Puming",Deep Learning Based Mandarin Accent Identification for Accent Robust ASR,Interspeech 2019,,10.21437/Interspeech.2019-2737,https://www.isca-speech.org/archive/interspeech_2019/weninger19_interspeech.html,,15/09/2019,22/02/2023 10:36,07/03/2023 11:32,30/01/2023 14:19,510-514,ISCA,en,ASR; mandarin; L1; some-description; lang-in-title,Interspeech 2019
2020,"Winata, Genta Indra; Cahyawijaya, Samuel; Liu, Zihan; Lin, Zhaojiang; Madotto, Andrea; Xu, Peng; Fung, Pascale",Learning Fast Adaptation on Cross-Accented Speech Recognition,Interspeech 2020,,10.21437/Interspeech.2020-45,https://www.isca-speech.org/archive/interspeech_2020/winata20_interspeech.html,"Local dialects inﬂuence people to pronounce words of the same language differently from each other. The great variability and complex characteristics of accents create a major challenge for training a robust and accent-agnostic automatic speech recognition (ASR) system. In this paper, we introduce a cross-accented English speech recognition task as a benchmark for measuring the ability of the model to adapt to unseen accents using the existing CommonVoice corpus. We also propose an accent-agnostic approach that extends the model-agnostic metalearning (MAML) algorithm for fast adaptation to unseen accents. Our approach signiﬁcantly outperforms joint training in both zero-shot, few-shot, and all-shot in the mixed-region and cross-region settings in terms of word error rate.",25/10/2020,22/02/2023 10:36,27/02/2023 08:34,30/01/2023 14:19,1276-1280,ISCA,en,ASR; L1-or-L2; some-description; some-def,Interspeech 2020
2014,"Windmann, Andreas; Šimko, Juraj; Wagner, Petra",A unified account of prominence effects in an optimization-based model of speech timing,Interspeech 2014,,10.21437/Interspeech.2014-44,https://www.isca-speech.org/archive/interspeech_2014/windmann14_interspeech.html,"We show how our optimization-based model of speech timing reproduces three effects of prosodic prominence on suprasegmental timing patterns in speech: (1), the durational interaction between lexical stress and pitch accent, (2), polysyllabic shortening in pitch-accented words and (3), differential behavior of prominent and non-prominent syllables under speaking rate variation. We review the literature and present model simulations that replicate reported phenomena. Results underline the capacity of our model to provide a uniﬁed account of the temporal organization of speech.",14/09/2014,22/02/2023 10:36,22/02/2023 10:36,30/01/2023 14:19,159-163,ISCA,en,prosody,Interspeech 2014
2011,"Witteman, Marijt J.; Weber, Andrea; McQueen, James M.","On the relationship between perceived accentedness, acoustic similarity, and processing difficulty in foreign-accented speech",Interspeech 2011,,10.21437/Interspeech.2011-583,https://www.isca-speech.org/archive/interspeech_2011/witteman11_interspeech.html,"Foreign-accented speech is often perceived as more difficult to understand than native speech. What causes this potential difficulty, however, remains unknown. In the present study, we compared acoustic similarity and accent ratings of American-accented Dutch with a cross-modal priming task designed to measure online speech processing. We focused on two Dutch diphthongs: ui and ij. Though both diphthongs deviated from standard Dutch to varying degrees and perceptually varied in accent strength, native Dutch listeners recognized words containing the diphthongs easily. Thus, not all foreign-accented speech hinders comprehension, and acoustic similarity and perceived accentedness are not always predictive of processing difficulties.",27/08/2011,22/02/2023 10:36,07/03/2023 13:45,30/01/2023 14:19,2229-2232,ISCA,en,L2; perception-study; some-description; accentedness-rating; foreign-accent; foreignness; small-sample-size; unaccented/non-accented; listener-description; no-speaker-description,Interspeech 2011
2022,"Yang, Mu; Hirschi, Kevin; Looney, Stephen Daniel; Kang, Okim; Hansen, John H.L.",Improving Mispronunciation Detection with Wav2vec2-based Momentum Pseudo-Labeling for Accentedness and Intelligibility Assessment,Interspeech 2022,,10.21437/Interspeech.2022-11039,https://www.isca-speech.org/archive/interspeech_2022/yang22v_interspeech.html,"Current leading mispronunciation detection and diagnosis (MDD) systems achieve promising performance via end-to-end phoneme recognition. One challenge of such end-to-end solutions is the scarcity of human-annotated phonemes on natural L2 speech. In this work, we leverage unlabeled L2 speech via a pseudo-labeling (PL) procedure and extend the fine-tuning approach based on pre-trained self-supervised learning (SSL) models. Specifically, we use Wav2vec 2.0 as our SSL model, and fine-tune it using original labeled L2 speech samples plus the created pseudo-labeled L2 speech samples. Our pseudo labels are dynamic and are produced by an ensemble of the online model on-the-fly, which ensures that our model is robust to pseudo label noise. We show that fine-tuning with pseudo labels achieves a 5.35% phoneme error rate reduction and 2.48% MDD F1 score improvement over a labeled-samples-only finetuning baseline. The proposed PL method is also shown to outperform conventional offline PL methods. Compared to the state-of-the-art MDD systems, our MDD solution produces a more accurate and consistent phonetic error diagnosis. In addition, we conduct an open test on a separate UTD-4Accents dataset, where our system recognition outputs show a strong correlation with human perception, based on accentedness and intelligibility.",18/09/2022,22/02/2023 10:36,27/02/2023 07:47,30/01/2023 14:19,4481-4485,ISCA,en,L2; no-description-of-accent; teaching; speech-error-detection; no-def,Interspeech 2022
2017,"Yanushevskaya, Irena; Chasaide, Ailbhe Ní; Gobl, Christer",Cross-Speaker Variation in Voice Source Correlates of Focus and Deaccentuation,Interspeech 2017,,10.21437/Interspeech.2017-1535,https://www.isca-speech.org/archive/interspeech_2017/yanushevskaya17_interspeech.html,"This paper describes cross-speaker variation in the voice source correlates of focal accentuation and deaccentuation. A set of utterances with varied narrow focus placement as well as broad focus and deaccented renditions were produced by six speakers of English. These were manually inverse filtered and parameterized on a pulse-by-pulse basis using the LF source model. Z-normalized F0, EE, OQ and RD parameters (selected through correlation and factor analysis) were used to generate speaker specific baseline voice profiles and to explore cross-speaker variation in focal and non-focal (post- and prefocal) syllables. As expected, source parameter values were found to differ in the focal and postfocal portions of the utterance. For four of the six speakers the measures revealed a trend of tenser phonation on the focal syllable (an increase in EE and F0 and typically, a decrease in OQ and RD) as well as increased laxness in the postfocal part of the utterance. For two of the speakers, however, the measurements showed a different trend. These speakers had very high F0 and often high EE on the focal accent. In these cases, RD and OQ values tended to be raised rather than lowered. The possible reasons for these differences are discussed.",20/08/2017,22/02/2023 10:36,22/02/2023 10:36,30/01/2023 14:19,1034-1038,ISCA,en,prosody,Interspeech 2017
2005,"Zheng, Yanli; Sproat, Richard; Gu, Liang; Shafran, Izhak; Zhou, Haolang; Su, Yi; Jurafsky, Daniel; Starr, Rebecca; Yoon, Su-Youn",Accent detection and speech recognition for Shanghai-accented Mandarin,Interspeech 2005,,10.21437/Interspeech.2005-112,https://www.isca-speech.org/archive/interspeech_2005/zheng05_interspeech.html,"As speech recognition systems are used in ever more applications, it is crucial for the systems to be able to deal with accented speakers. Various techniques, such as acoustic model adaptation and pronunciation adaptation, have been reported to improve the recognition of non-native or accented speech. In this paper, we propose a new approach that combines accent detection, accent discriminative acoustic features, acoustic adaptation and model selection for accented Chinese speech recognition. Experimental results show that this approach can improve the recognition of accented speech.",04/09/2005,22/02/2023 10:36,07/03/2023 11:33,30/01/2023 14:19,217-220,ISCA,en,mandarin; L1; accent-identification; description-of-accent; accent-in-title,Interspeech 2005
2016,"Zheng, Hao; Zhang, Shanshan; Qiao, Liwei; Li, Jianping; Liu, Wenju",Improving Large Vocabulary Accented Mandarin Speech Recognition with Attribute-Based I-Vectors,Interspeech 2016,,10.21437/Interspeech.2016-378,https://www.isca-speech.org/archive/interspeech_2016/zheng16b_interspeech.html,"It has been well-recognized that the accent has a great impact on the ASR of Chinese Mandarin, therefore, how to improve the performance on the accented speech has become a critical issue in this ﬁeld. The attribute feature has been proven effective on modelling accented speech, resulting in a signiﬁcantly improved performance in accent recognition. In this paper, we propose an attribute-based i-vector to improve the performance of speech recognition system on large vocabulary accented Mandarine speech task. The system with proposed attribute features works well especially with sufﬁcient training data. To further promote the performance on conditions such as resource limited condition or training data mismatched condition, we also develop Multi-Task Learning Deep Neural Networks (MTLDNNs) with attribute classiﬁcation as the secondary task to improve the discriminative ability on Mandarin speech. Experiments on the 450-hour Intel accented Mandarin speech corpus demonstrate that the system with attribute-based i-vectors achieves a signiﬁcant performance improvement on sufﬁcient training data compared with the baseline DNN-HMM system. The MTL-DNNs complement the shortage of attribute-based ivectors on data limited and mismatched conditions and obtain obvious CER reductions.",08/09/2016,22/02/2023 10:36,07/03/2023 11:32,30/01/2023 14:19,3454-3458,ISCA,en,ASR; mandarin; L1; description-of-accent; lang-in-title,Interspeech 2016
2010,"Zhu, Taotao; Ke, Dengfeng; Chen, Zhenbiao; Xu, Bo",A new approach for automatic tone error detection in strong accented Mandarin based on dominant set,Interspeech 2010,,10.21437/Interspeech.2010-283,https://www.isca-speech.org/archive/interspeech_2010/zhu10b_interspeech.html,"In this paper, we proposed a new approach based on dominant set [1] for tone error detection in strong accented Mandarin. First, the ﬁnal boundary generated from forced alignment is regulated by the F0 contour in order to locate the ﬁnal domain more accurately. After that, proper normalization techniques are explored for the tone features. Finally, clustering and classiﬁcation methods based on dominant set are utilized for the tone error detection. The proposed approach is tested in comparison with the traditional k-means based method, experimental results show that it achieves more satisfying performance with an average Cross-Correlation 0.84 between human and machine, reaches to that between humans, which have veriﬁed the effectiveness of the proposed approach. The main advantage of this approach lies in not only the error pronunciation of tone can be well identiﬁed, but also the F0 pattern of the tone error can be informatively provided as the feedback.",26/09/2010,22/02/2023 10:36,07/03/2023 11:33,30/01/2023 14:19,777-780,ISCA,en,mandarin; L1; no-description-of-accent; teaching; speech-error-detection; lang-in-title,Interspeech 2010
2008,"Alotaibi, Yousef A.; Abdullah-Al-Mamun, Khondaker; Muhammad, Ghulam",Study on unique pharyngeal and uvular consonants in foreign accented Arabic,Interspeech 2008,,10.21437/Interspeech.2008-233,https://www.isca-speech.org/archive/interspeech_2008/alotaibi08_interspeech.html,"This paper investigates the unique pharyngeal and uvular consonants of Arabic from the automatic speech recognition (ASR) point of view. Comparisons of the recognition error rates for these phonemes are analyzed in five experiments that involve different combinations of native and non-native Arabic speakers. The most three confusing consonants for every investigated consonant are uncovered and discussed. Results confirm that these Arabic distinct consonants are a major source of difficulty for ASR. While the recognition rate for certain of these unique consonants such as /H/ can drop below 35% when uttered by non-native speakers, there are advantages to including non-native speakers in ASR. Regional differences in the pronunciation of Modern Standard Arabic by native Arabic speakers require attention of Arabic ASR research.",22/09/2008,22/02/2023 10:36,07/03/2023 11:26,30/01/2023 14:19,751-754,ISCA,en,L2; description-of-accent; foreign-accent; production-study; lang-in-title,Interspeech 2008
